dt_captura,no_emissor,link,no_tipo_rating,de_rating_br,dt_acao_rating,de_acao_rating,de_outlook,de_classe,de_escala
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,BBB-,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,BBB-,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP4,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,BBB-,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,BBB-,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CCC,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,BB+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP3,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CCC,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,VIA CAPITAL ARTEMUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28177,FIDC,CP3,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,SIGMA CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28222,FIDC,BBB+,,Confirmação,Negativa,Mezanino,Longo prazo
2026-09-25,SIGMA CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28222,FIDC,CP3,,Confirmação,Negativa,Mezanino,Curto prazo
2026-09-25,SIGMA CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28222,FIDC,A+,,Confirmação,Negativa,Senior,Longo prazo
2026-09-25,SIGMA CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28222,FIDC,CP2,,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,LGX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS – RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28179,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,LGX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS – RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28179,FIDC,BB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,SIGMA CREDIT FEEDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28223,FIDC,CCC,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1,https://www.liberumratings.com.br/detalhes-ativo/28215,FIDC,CP3,,Confirmação,Negativa,Senior,Curto prazo
2026-09-25,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO Q1,https://www.liberumratings.com.br/detalhes-ativo/28215,FIDC,BBB-,,Rebaixamento,Negativa,Senior,Longo prazo
2026-09-25,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28226,FIDC,CP5,,Atribuição,Estável,Senior,Curto prazo
2026-09-25,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28226,FIDC,B,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28226,FIDC,B,,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28226,FIDC,B+,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,Trevys Fundo de Investimentos em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/28231,FIDC,B,,Encerramento,Estável,Subordinada,Longo prazo
2026-09-25,Trevys Fundo de Investimentos em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/28231,FIDC,BB+,,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,Trevys Fundo de Investimentos em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/28231,FIDC,CP2,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,Trevys Fundo de Investimentos em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/28231,FIDC,CP4,,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,Trevys Fundo de Investimentos em Direitos Creditórios,https://www.liberumratings.com.br/detalhes-ativo/28231,FIDC,A-,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28229,FIDC,CC,,Encerramento,Estável,Única,Longo prazo
2026-09-25,INVISTA ATIVOS ALTERNATIVOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28229,FIDC,CC,,Confirmação,Estável,Única,Longo prazo
2026-09-25,MACCA CONSIGNADO PUBLICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28227,FIDC,A-,,Revisão,Estável,Senior,Longo prazo
2026-09-25,FINTRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28210,FIDC,CCC,,Atribuição,Estável,Subordinada,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,BBB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,BBB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,BBB,,Atribuição,Estável,Senior,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,BBB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,BBB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,BBB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,CP3,,Atribuição,Estável,Senior,Curto prazo
2026-09-25,ESTÍMULO BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28203,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28219,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28219,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28219,FIDC,BB+,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28219,FIDC,CP4,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,U.NIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28219,FIDC,CCC,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,FRADINHO N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28221,FIDC,BB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,FRADINHO N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28221,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,CONDOCONTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADO,https://www.liberumratings.com.br/detalhes-ativo/28218,FIDC,CCC,,Confirmação,Negativa,Subordinada,Longo prazo
2026-09-25,HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28212,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,PHD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28220,FIDC,CP4,,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,PHD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28220,FIDC,BB,,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,PHD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28220,FIDC,A-,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,PHD FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28220,FIDC,CP2,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,CP2,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,R&G FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,https://www.liberumratings.com.br/detalhes-ativo/28213,FIDC,A,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28194,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28194,FIDC,BB,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28194,FIDC,CP4,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28194,FIDC,BBB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,ÁRTICO MIDDLE CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28194,FIDC,CP3,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28128,FIDC,BBB,,Atribuição,Estável,Mezanino,Longo prazo
2026-09-25,SELLOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,https://www.liberumratings.com.br/detalhes-ativo/28128,FIDC,A,,Atribuição,Estável,Senior,Longo prazo
2026-09-25,ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28202,FIDC,CP3,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28202,FIDC,CP2,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28202,FIDC,BBB-,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28202,FIDC,A,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,ACREDITAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,https://www.liberumratings.com.br/detalhes-ativo/28202,FIDC,B,,Confirmação,Estável,Subordinada,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,BB+,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP4,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,BB+,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP4,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP5,,Confirmação,Estável,Mezanino,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,BB+,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP5,,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,B+,,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,B+,,Confirmação,Estável,Mezanino,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,BB+,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP4,,Confirmação,Estável,Senior,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP5,,Encerramento,Estável,Mezanino,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP4,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,BB+,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP4,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,BB+,,Encerramento,Estável,Senior,Longo prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,CP4,,Encerramento,Estável,Senior,Curto prazo
2026-09-25,NACIONAL FEITO PRA VOCÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,https://www.liberumratings.com.br/detalhes-ativo/28207,FIDC,B+,,Encerramento,Estável,Mezanino,Longo prazo
2026-09-25,KEYCASH HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28208,FIDC,BB,,Confirmação,Estável,Senior,Longo prazo
2026-09-25,KEYCASH HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,https://www.liberumratings.com.br/detalhes-ativo/28208,FIDC,CP4,,Confirmação,Estável,Senior,Curto prazo
